,code,법정동명
15141,4371041025,충청북도 청원군 옥산면 가락리
15142,4371041026,충청북도 청원군 옥산면 동림리
15143,4371041027,충청북도 청원군 옥산면 금계리
15144,4371041028,충청북도 청원군 옥산면 장동리
15145,4371041029,충청북도 청원군 옥산면 사정리
15146,4371041030,충청북도 청원군 옥산면 수락리
15147,4371041031,충청북도 청원군 옥산면 장남리
15148,4371041032,충청북도 청원군 옥산면 호죽리
15149,4371041033,충청북도 청원군 옥산면 남촌리
15150,4371041034,충청북도 청원군 옥산면 소로리
15151,4371041035,충청북도 청원군 옥산면 국사리
15152,4371042000,충청북도 청원군 오창면
15153,4371042021,충청북도 청원군 오창면 여천리
15154,4371042022,충청북도 청원군 오창면 화산리(華山)
15155,4371042023,충청북도 청원군 오창면 유리
15156,4371042024,충청북도 청원군 오창면 일신리
15157,4371042025,충청북도 청원군 오창면 모정리
15158,4371042026,충청북도 청원군 오창면 학소리
15159,4371042027,충청북도 청원군 오창면 원리
15160,4371042028,충청북도 청원군 오창면 복현리
15161,4371042029,충청북도 청원군 오창면 양지리
15162,4371042030,충청북도 청원군 오창면 장대리
15163,4371042031,충청북도 청원군 오창면 창리
15164,4371042032,충청북도 청원군 오창면 주성리
15165,4371042033,충청북도 청원군 오창면 송대리
15166,4371042034,충청북도 청원군 오창면 도암리
15167,4371042035,충청북도 청원군 오창면 괴정리
15168,4371042036,충청북도 청원군 오창면 가곡리
15169,4371042037,충청북도 청원군 오창면 석우리
15170,4371042038,충청북도 청원군 오창면 상평리
15171,4371042039,충청북도 청원군 오창면 기암리
15172,4371042040,충청북도 청원군 오창면 탑리
15173,4371042041,충청북도 청원군 오창면 농소리
15174,4371042042,충청북도 청원군 오창면 신평리
15175,4371042043,충청북도 청원군 오창면 중신리
15176,4371042044,충청북도 청원군 오창면 각리
15177,4371042045,충청북도 청원군 오창면 양청리
15178,4371042046,충청북도 청원군 오창면 구룡리
15179,4371042047,충청북도 청원군 오창면 성산리
15180,4371042048,충청북도 청원군 오창면 후기리
15181,4371042049,충청북도 청원군 오창면 용두리
15182,4371042050,충청북도 청원군 오창면 화산리(花山)
15183,4371042051,충청북도 청원군 오창면 가좌리
15184,4371042052,충청북도 청원군 오창면 두릉리
15185,4371042053,충청북도 청원군 오창면 성재리
15186,4371042054,충청북도 청원군 오창면 백현리
15187,4371043000,충청북도 청원군 북이면
15188,4371043001,충청북도 청원군 북이면 학평리
15189,4371043002,충청북도 청원군 북이면 초중리
15190,4371043021,충청북도 청원군 북이면 신기리
15191,4371043022,충청북도 청원군 북이면 신대리
15192,4371043023,충청북도 청원군 북이면 현암리
15193,4371043024,충청북도 청원군 북이면 서당리
15194,4371043025,충청북도 청원군 북이면 대길리
15195,4371043026,충청북도 청원군 북이면 석화리
15196,4371043027,충청북도 청원군 북이면 영하리
15197,4371043028,충청북도 청원군 북이면 선암리
15198,4371043029,충청북도 청원군 북이면 호명리
15199,4371043030,충청북도 청원군 북이면 부연리
15200,4371043031,충청북도 청원군 북이면 토성리
15201,4371043032,충청북도 청원군 북이면 장재리
15202,4371043033,충청북도 청원군 북이면 금암리
15203,4371043034,충청북도 청원군 북이면 광암리
15204,4371043035,충청북도 청원군 북이면 금대리
15205,4371043036,충청북도 청원군 북이면 옥수리
15206,4371043037,충청북도 청원군 북이면 내추리
15207,4371043038,충청북도 청원군 북이면 추학리
15208,4371043039,충청북도 청원군 북이면 장양리
15209,4371043040,충청북도 청원군 북이면 용계리
15210,4371043041,충청북도 청원군 북이면 대율리
15211,4371043042,충청북도 청원군 북이면 석성리
15212,4371043043,충청북도 청원군 북이면 내둔리
15213,4371043044,충청북도 청원군 북이면 화상리
15214,4371043045,충청북도 청원군 북이면 화하리
15215,4371043046,충청북도 청원군 북이면 송정리
15216,4371044000,충청북도 청원군 북일면
15217,4371044021,충청북도 청원군 북일면 마산리
15218,4371044022,충청북도 청원군 북일면 내수리
15219,4371044023,충청북도 청원군 북일면 풍정리
15220,4371044024,충청북도 청원군 북일면 덕암리
15221,4371044025,충청북도 청원군 북일면 도원리
15222,4371044026,충청북도 청원군 북일면 형동리
15223,4371044027,충청북도 청원군 북일면 세교리
15224,4371044028,충청북도 청원군 북일면 비상리
15225,4371044029,충청북도 청원군 북일면 저곡리
15226,4371044030,충청북도 청원군 북일면 우산리
15227,4371044031,충청북도 청원군 북일면 초정리
15228,4371044032,충청북도 청원군 북일면 비중리
15229,4371044033,충청북도 청원군 북일면 구성리
15230,4371044034,충청북도 청원군 북일면 국동리
15231,4371044035,충청북도 청원군 북일면 묵방리
15232,4371044036,충청북도 청원군 북일면 은곡리
15233,4371044037,충청북도 청원군 북일면 원통리
15234,4371044038,충청북도 청원군 북일면 신안리
15235,4371044039,충청북도 청원군 북일면 입동리
15236,4371044040,충청북도 청원군 북일면 입상리
15237,4371044041,충청북도 청원군 북일면 외평리
15238,4371044042,충청북도 청원군 북일면 외남리
15239,4371044043,충청북도 청원군 북일면 오동리
15240,4371044044,충청북도 청원군 북일면 외하리
15241,4371044045,충청북도 청원군 북일면 정북리
15242,4371044046,충청북도 청원군 북일면 정상리
15243,4371044047,충청북도 청원군 북일면 정하리
15244,4371044048,충청북도 청원군 북일면 주중리
15245,4371044049,충청북도 청원군 북일면 주성리
15246,4371044050,충청북도 청원군 북일면 학평리
15247,4372000000,충청북도 보은군
15248,4372003000,충청북도 보은군 보은면
15249,4372003001,충청북도 보은군 보은면 삼산리
15250,4372003002,충청북도 보은군 보은면 죽전리
15251,4372003003,충청북도 보은군 보은면 장신리
15252,4372003004,충청북도 보은군 보은면 교사리
15253,4372003005,충청북도 보은군 보은면 수정리
15254,4372003006,충청북도 보은군 보은면 지산리
15255,4372003007,충청북도 보은군 보은면 금굴리
15256,4372003008,충청북도 보은군 보은면 월송리
15257,4372003009,충청북도 보은군 보은면 어암리
15258,4372003010,충청북도 보은군 보은면 성주리
15259,4372003011,충청북도 보은군 보은면 이평리
15260,4372003012,충청북도 보은군 보은면 길상리
15261,4372003013,충청북도 보은군 보은면 대야리
15262,4372003014,충청북도 보은군 보은면 누저리
15263,4372003015,충청북도 보은군 보은면 강신리
15264,4372003016,충청북도 보은군 보은면 성족리
15265,4372003017,충청북도 보은군 보은면 종곡리
15266,4372003018,충청북도 보은군 보은면 학림리
15267,4372003019,충청북도 보은군 보은면 강산리
15268,4372003020,충청북도 보은군 보은면 중동리
15269,4372003021,충청북도 보은군 보은면 신함리
15270,4372003022,충청북도 보은군 보은면 풍취리
15271,4372003023,충청북도 보은군 보은면 중초리
15272,4372003024,충청북도 보은군 보은면 노티리
15273,4372003025,충청북도 보은군 보은면 용암리
15274,4372003026,충청북도 보은군 보은면 봉평리
15275,4372003027,충청북도 보은군 보은면 산성리
15276,4372003028,충청북도 보은군 보은면 장속리
15277,4372003029,충청북도 보은군 보은면 누청리
15278,4372025000,충청북도 보은군 보은읍
15279,4372025001,충청북도 보은군 보은읍 누저리
15280,4372025021,충청북도 보은군 보은읍 삼산리
15281,4372025022,충청북도 보은군 보은읍 죽전리
15282,4372025023,충청북도 보은군 보은읍 장신리
15283,4372025024,충청북도 보은군 보은읍 교사리
15284,4372025025,충청북도 보은군 보은읍 수정리
15285,4372025026,충청북도 보은군 보은읍 지산리
15286,4372025027,충청북도 보은군 보은읍 금굴리
15287,4372025028,충청북도 보은군 보은읍 월송리
15288,4372025029,충청북도 보은군 보은읍 어암리
15289,4372025030,충청북도 보은군 보은읍 성주리
15290,4372025031,충청북도 보은군 보은읍 이평리
15291,4372025032,충청북도 보은군 보은읍 길상리
15292,4372025033,충청북도 보은군 보은읍 대야리
15293,4372025034,충청북도 보은군 보은읍 누청리
15294,4372025035,충청북도 보은군 보은읍 강신리
15295,4372025036,충청북도 보은군 보은읍 성족리
15296,4372025037,충청북도 보은군 보은읍 종곡리
15297,4372025038,충청북도 보은군 보은읍 학림리
15298,4372025039,충청북도 보은군 보은읍 강산리
15299,4372025040,충청북도 보은군 보은읍 중동리
15300,4372025041,충청북도 보은군 보은읍 신함리
15301,4372025042,충청북도 보은군 보은읍 풍취리
15302,4372025043,충청북도 보은군 보은읍 산성리
15303,4372025044,충청북도 보은군 보은읍 중초리
15304,4372025045,충청북도 보은군 보은읍 노티리
15305,4372025046,충청북도 보은군 보은읍 용암리
15306,4372025047,충청북도 보은군 보은읍 봉평리
15307,4372025048,충청북도 보은군 보은읍 장속리
15308,4372031000,충청북도 보은군 내속리면
15309,4372031001,충청북도 보은군 내속리면 묘막리
15310,4372031021,충청북도 보은군 내속리면 상판리
15311,4372031022,충청북도 보은군 내속리면 갈목리
15312,4372031023,충청북도 보은군 내속리면 중판리
15313,4372031024,충청북도 보은군 내속리면 하판리
15314,4372031025,충청북도 보은군 내속리면 북암리
15315,4372031026,충청북도 보은군 내속리면 백현리
15316,4372031027,충청북도 보은군 내속리면 사내리
15317,4372031028,충청북도 보은군 내속리면 삼가리
15318,4372031029,충청북도 보은군 내속리면 구병리
15319,4372031030,충청북도 보은군 내속리면 대목리
15320,4372031031,충청북도 보은군 내속리면 만수리
15321,4372031500,충청북도 보은군 속리산면
15322,4372031521,충청북도 보은군 속리산면 상판리
15323,4372031522,충청북도 보은군 속리산면 갈목리
15324,4372031523,충청북도 보은군 속리산면 중판리
15325,4372031524,충청북도 보은군 속리산면 하판리
15326,4372031525,충청북도 보은군 속리산면 북암리
15327,4372031526,충청북도 보은군 속리산면 백현리
15328,4372031527,충청북도 보은군 속리산면 사내리
15329,4372031528,충청북도 보은군 속리산면 삼가리
15330,4372031529,충청북도 보은군 속리산면 구병리
15331,4372031530,충청북도 보은군 속리산면 도화리
15332,4372031531,충청북도 보은군 속리산면 만수리
15333,4372032000,충청북도 보은군 외속리면
15334,4372032021,충청북도 보은군 외속리면 장내리
15335,4372032022,충청북도 보은군 외속리면 서원리
15336,4372032023,충청북도 보은군 외속리면 하개리
15337,4372032024,충청북도 보은군 외속리면 황곡리
15338,4372032025,충청북도 보은군 외속리면 봉비리
15339,4372032026,충청북도 보은군 외속리면 불목리
15340,4372032027,충청북도 보은군 외속리면 오창리
15341,4372032028,충청북도 보은군 외속리면 장재리
15342,4372032029,충청북도 보은군 외속리면 구인리
15343,4372032500,충청북도 보은군 장안면
15344,4372032521,충청북도 보은군 장안면 장내리
15345,4372032522,충청북도 보은군 장안면 서원리
15346,4372032523,충청북도 보은군 장안면 개안리
15347,4372032524,충청북도 보은군 장안면 황곡리
15348,4372032525,충청북도 보은군 장안면 봉비리
15349,4372032526,충청북도 보은군 장안면 불목리
15350,4372032527,충청북도 보은군 장안면 오창리
15351,4372032528,충청북도 보은군 장안면 장재리
15352,4372032529,충청북도 보은군 장안면 구인리
15353,4372032530,충청북도 보은군 장안면 장안리
15354,4372033000,충청북도 보은군 마로면
15355,4372033021,충청북도 보은군 마로면 관기리
15356,4372033022,충청북도 보은군 마로면 수문리
15357,4372033023,충청북도 보은군 마로면 오천리
15358,4372033024,충청북도 보은군 마로면 세중리
15359,4372033025,충청북도 보은군 마로면 변둔리
15360,4372033026,충청북도 보은군 마로면 소여리
15361,4372033027,충청북도 보은군 마로면 적암리
15362,4372033028,충청북도 보은군 마로면 송현리
15363,4372033029,충청북도 보은군 마로면 기대리
15364,4372033030,충청북도 보은군 마로면 원정리
15365,4372033031,충청북도 보은군 마로면 갈전리
15366,4372033032,충청북도 보은군 마로면 한중리
15367,4372033033,충청북도 보은군 마로면 임곡리
15368,4372033034,충청북도 보은군 마로면 갈평리
15369,4372034000,충청북도 보은군 탄부면
15370,4372034021,충청북도 보은군 탄부면 하장리
15371,4372034022,충청북도 보은군 탄부면 구암리
15372,4372034023,충청북도 보은군 탄부면 성지리
15373,4372034024,충청북도 보은군 탄부면 덕동리
15374,4372034025,충청북도 보은군 탄부면 매화리
15375,4372034026,충청북도 보은군 탄부면 고승리
15376,4372034027,충청북도 보은군 탄부면 상장리
15377,4372034028,충청북도 보은군 탄부면 대양리
15378,4372034029,충청북도 보은군 탄부면 벽지리
15379,4372034030,충청북도 보은군 탄부면 장암리
15380,4372034031,충청북도 보은군 탄부면 사직리
15381,4372034032,충청북도 보은군 탄부면 평각리
15382,4372034033,충청북도 보은군 탄부면 임한리
15383,4372035000,충청북도 보은군 삼승면
15384,4372035021,충청북도 보은군 삼승면 원남리
15385,4372035022,충청북도 보은군 삼승면 내망리
15386,4372035023,충청북도 보은군 삼승면 탄금리
15387,4372035024,충청북도 보은군 삼승면 달산리
15388,4372035025,충청북도 보은군 삼승면 송죽리
15389,4372035026,충청북도 보은군 삼승면 선곡리
15390,4372035027,충청북도 보은군 삼승면 천남리
15391,4372035028,충청북도 보은군 삼승면 상가리
15392,4372035029,충청북도 보은군 삼승면 우진리
15393,4372035030,충청북도 보은군 삼승면 둔덕리
15394,4372035031,충청북도 보은군 삼승면 서원리
15395,4372036000,충청북도 보은군 수한면
15396,4372036021,충청북도 보은군 수한면 병원리
15397,4372036022,충청북도 보은군 수한면 교암리
15398,4372036023,충청북도 보은군 수한면 발산리
15399,4372036024,충청북도 보은군 수한면 소계리
15400,4372036025,충청북도 보은군 수한면 거현리
15401,4372036026,충청북도 보은군 수한면 질신리
15402,4372036027,충청북도 보은군 수한면 오정리
15403,4372036028,충청북도 보은군 수한면 차정리
15404,4372036029,충청북도 보은군 수한면 후평리
15405,4372036030,충청북도 보은군 수한면 성리
15406,4372036031,충청북도 보은군 수한면 묘서리
15407,4372036032,충청북도 보은군 수한면 광촌리
15408,4372036033,충청북도 보은군 수한면 장선리
15409,4372036034,충청북도 보은군 수한면 동정리
15410,4372036035,충청북도 보은군 수한면 산척리
15411,4372036036,충청북도 보은군 수한면 율산리
15412,4372036037,충청북도 보은군 수한면 노성리
15413,4372037000,충청북도 보은군 회남면
15414,4372037001,충청북도 보은군 회남면 노성리
15415,4372037021,충청북도 보은군 회남면 신곡리
15416,4372037022,충청북도 보은군 회남면 금곡리
15417,4372037023,충청북도 보은군 회남면 조곡리
15418,4372037024,충청북도 보은군 회남면 용호리
15419,4372037025,충청북도 보은군 회남면 은운리
15420,4372037026,충청북도 보은군 회남면 송포리
15421,4372037027,충청북도 보은군 회남면 법수리
15422,4372037028,충청북도 보은군 회남면 신추리
15423,4372037029,충청북도 보은군 회남면 거교리
15424,4372037030,충청북도 보은군 회남면 판장리
15425,4372037031,충청북도 보은군 회남면 분저리
15426,4372037032,충청북도 보은군 회남면 서탄리
15427,4372037033,충청북도 보은군 회남면 산수리
15428,4372037034,충청북도 보은군 회남면 매산리
15429,4372037035,충청북도 보은군 회남면 어성리
15430,4372037036,충청북도 보은군 회남면 염티리
15431,4372037037,충청북도 보은군 회남면 사음리
15432,4372037038,충청북도 보은군 회남면 사탄리
15433,4372037039,충청북도 보은군 회남면 남대문리
15434,4372037040,충청북도 보은군 회남면 광포리
15435,4372038000,충청북도 보은군 회북면
15436,4372038001,충청북도 보은군 회북면 율산리
15437,4372038002,충청북도 보은군 회북면 세촌리
15438,4372038003,충청북도 보은군 회북면 마동리
15439,4372038021,충청북도 보은군 회북면 중앙리
15440,4372038022,충청북도 보은군 회북면 용촌리
15441,4372038023,충청북도 보은군 회북면 신문리
15442,4372038024,충청북도 보은군 회북면 쌍암리
15443,4372038025,충청북도 보은군 회북면 갈티리
15444,4372038026,충청북도 보은군 회북면 건천리
15445,4372038027,충청북도 보은군 회북면 부수리
15446,4372038028,충청북도 보은군 회북면 송평리
15447,4372038029,충청북도 보은군 회북면 오동리
15448,4372038030,충청북도 보은군 회북면 고석리
15449,4372038031,충청북도 보은군 회북면 애곡리
15450,4372038032,충청북도 보은군 회북면 눌곡리
15451,4372038033,충청북도 보은군 회북면 죽암리
15452,4372038035,충청북도 보은군 회북면 묘암리
15453,4372038036,충청북도 보은군 회북면 마구리
15454,4372038037,충청북도 보은군 회북면 신대리
15455,4372038038,충청북도 보은군 회북면 용곡리
15456,4372038500,충청북도 보은군 회인면
15457,4372038521,충청북도 보은군 회인면 중앙리
15458,4372038522,충청북도 보은군 회인면 용촌리
15459,4372038523,충청북도 보은군 회인면 신문리
15460,4372038524,충청북도 보은군 회인면 쌍암리
15461,4372038525,충청북도 보은군 회인면 갈티리
15462,4372038526,충청북도 보은군 회인면 건천리
15463,4372038527,충청북도 보은군 회인면 부수리
15464,4372038528,충청북도 보은군 회인면 송평리
15465,4372038529,충청북도 보은군 회인면 오동리
15466,4372038530,충청북도 보은군 회인면 고석리
15467,4372038531,충청북도 보은군 회인면 애곡리
15468,4372038532,충청북도 보은군 회인면 눌곡리
15469,4372038533,충청북도 보은군 회인면 죽암리
15470,4372038534,충청북도 보은군 회인면 신대리
15471,4372038535,충청북도 보은군 회인면 용곡리
15472,4372039000,충청북도 보은군 내북면
15473,4372039001,충청북도 보은군 내북면 중초리
15474,4372039002,충청북도 보은군 내북면 산성리
15475,4372039003,충청북도 보은군 내북면 노티리
15476,4372039004,충청북도 보은군 내북면 용암리
15477,4372039005,충청북도 보은군 내북면 봉평리
15478,4372039006,충청북도 보은군 내북면 장속리
15479,4372039021,충청북도 보은군 내북면 이원리
15480,4372039022,충청북도 보은군 내북면 성티리
15481,4372039023,충청북도 보은군 내북면 봉황리
15482,4372039024,충청북도 보은군 내북면 창리
15483,4372039025,충청북도 보은군 내북면 도원리
15484,4372039026,충청북도 보은군 내북면 염둔리
15485,4372039027,충청북도 보은군 내북면 대안리
15486,4372039028,충청북도 보은군 내북면 용수리
15487,4372039029,충청북도 보은군 내북면 적음리
15488,4372039030,충청북도 보은군 내북면 성암리
15489,4372039031,충청북도 보은군 내북면 동산리
15490,4372039032,충청북도 보은군 내북면 화전리
15491,4372039033,충청북도 보은군 내북면 법주리
15492,4372039034,충청북도 보은군 내북면 아곡리
15493,4372039035,충청북도 보은군 내북면 상궁리
15494,4372039036,충청북도 보은군 내북면 신궁리
15495,4372039037,충청북도 보은군 내북면 하궁리
15496,4372039038,충청북도 보은군 내북면 두평리
15497,4372039039,충청북도 보은군 내북면 서지리
15498,4372039040,충청북도 보은군 내북면 세촌리
15499,4372040000,충청북도 보은군 산외면
15500,4372040021,충청북도 보은군 산외면 구티리
15501,4372040022,충청북도 보은군 산외면 봉계리
15502,4372040023,충청북도 보은군 산외면 문암리
15503,4372040024,충청북도 보은군 산외면 장갑리
15504,4372040025,충청북도 보은군 산외면 대원리
15505,4372040026,충청북도 보은군 산외면 탁주리
15506,4372040027,충청북도 보은군 산외면 오대리
15507,4372040028,충청북도 보은군 산외면 가고리
15508,4372040029,충청북도 보은군 산외면 아시리
15509,4372040030,충청북도 보은군 산외면 백석리
15510,4372040031,충청북도 보은군 산외면 신정리
15511,4372040032,충청북도 보은군 산외면 동화리
15512,4372040033,충청북도 보은군 산외면 원평리
15513,4372040034,충청북도 보은군 산외면 산대리
15514,4372040035,충청북도 보은군 산외면 어온리
15515,4372040036,충청북도 보은군 산외면 이식리
15516,4372040037,충청북도 보은군 산외면 길탕리
15517,4372040038,충청북도 보은군 산외면 중티리
15518,4373000000,충청북도 옥천군
15519,4373025000,충청북도 옥천군 옥천읍
15520,4373025021,충청북도 옥천군 옥천읍 죽향리
15521,4373025022,충청북도 옥천군 옥천읍 문정리
15522,4373025023,충청북도 옥천군 옥천읍 상계리
15523,4373025024,충청북도 옥천군 옥천읍 하계리
15524,4373025025,충청북도 옥천군 옥천읍 교동리
15525,4373025026,충청북도 옥천군 옥천읍 동안리
15526,4373025027,충청북도 옥천군 옥천읍 수북리
15527,4373025028,충청북도 옥천군 옥천읍 매화리
15528,4373025029,충청북도 옥천군 옥천읍 구일리
15529,4373025030,충청북도 옥천군 옥천읍 서대리
15530,4373025031,충청북도 옥천군 옥천읍 가풍리
15531,4373025032,충청북도 옥천군 옥천읍 삼청리
15532,4373025033,충청북도 옥천군 옥천읍 대천리
15533,4373025034,충청북도 옥천군 옥천읍 마암리
15534,4373025035,충청북도 옥천군 옥천읍 양수리
15535,4373025036,충청북도 옥천군 옥천읍 금구리
15536,4373025037,충청북도 옥천군 옥천읍 장야리
15537,4373025038,충청북도 옥천군 옥천읍 삼양리
15538,4373025039,충청북도 옥천군 옥천읍 서정리
15539,4373025040,충청북도 옥천군 옥천읍 옥각리
15540,4373025041,충청북도 옥천군 옥천읍 오대리
15541,4373031000,충청북도 옥천군 동이면
15542,4373031021,충청북도 옥천군 동이면 평산리
15543,4373031022,충청북도 옥천군 동이면 세산리
15544,4373031023,충청북도 옥천군 동이면 적하리
15545,4373031024,충청북도 옥천군 동이면 금암리
15546,4373031025,충청북도 옥천군 동이면 조령리
15547,4373031026,충청북도 옥천군 동이면 청마리
15548,4373031027,충청북도 옥천군 동이면 지양리
15549,4373031028,충청북도 옥천군 동이면 석탄리
15550,4373031029,충청북도 옥천군 동이면 남곡리
15551,4373031030,충청북도 옥천군 동이면 우산리
15552,4373032000,충청북도 옥천군 안남면
15553,4373032001,충청북도 옥천군 안남면 오덕리
15554,4373032002,충청북도 옥천군 안남면 인포리
15555,4373032021,충청북도 옥천군 안남면 연주리
15556,4373032022,충청북도 옥천군 안남면 종미리
15557,4373032023,충청북도 옥천군 안남면 지수리
15558,4373032024,충청북도 옥천군 안남면 도덕리
15559,4373032025,충청북도 옥천군 안남면 청정리
15560,4373032026,충청북도 옥천군 안남면 화학리
15561,4373032027,충청북도 옥천군 안남면 도농리
15562,4373032028,충청북도 옥천군 안남면 오대리
15563,4373033000,충청북도 옥천군 안내면
15564,4373033001,충청북도 옥천군 안내면 용호리
15565,4373033002,충청북도 옥천군 안내면 막지리
15566,4373033021,충청북도 옥천군 안내면 현리
15567,4373033022,충청북도 옥천군 안내면 정방리
15568,4373033023,충청북도 옥천군 안내면 도이리
15569,4373033024,충청북도 옥천군 안내면 동대리
15570,4373033025,충청북도 옥천군 안내면 서대리
15571,4373033026,충청북도 옥천군 안내면 오덕리
15572,4373033027,충청북도 옥천군 안내면 인포리
15573,4373033028,충청북도 옥천군 안내면 장계리
15574,4373033029,충청북도 옥천군 안내면 방하목리
15575,4373033030,충청북도 옥천군 안내면 도율리
15576,4373033031,충청북도 옥천군 안내면 월외리
15577,4373033032,충청북도 옥천군 안내면 용촌리
15578,4373033033,충청북도 옥천군 안내면 답양리
15579,4373034000,충청북도 옥천군 청성면
15580,4373034001,충청북도 옥천군 청성면 서평리
15581,4373034021,충청북도 옥천군 청성면 산계리
15582,4373034022,충청북도 옥천군 청성면 거포리
15583,4373034023,충청북도 옥천군 청성면 장수리
15584,4373034024,충청북도 옥천군 청성면 궁촌리
15585,4373034025,충청북도 옥천군 청성면 소서리
15586,4373034026,충청북도 옥천군 청성면 삼남리
15587,4373034027,충청북도 옥천군 청성면 조천리
15588,4373034028,충청북도 옥천군 청성면 묘금리
15589,4373034029,충청북도 옥천군 청성면 고당리
15590,4373034030,충청북도 옥천군 청성면 합금리
15591,4373034031,충청북도 옥천군 청성면 양저리
15592,4373034032,충청북도 옥천군 청성면 구음리
15593,4373034033,충청북도 옥천군 청성면 대안리
15594,4373034034,충청북도 옥천군 청성면 도장리
15595,4373034035,충청북도 옥천군 청성면 능월리
15596,4373034036,충청북도 옥천군 청성면 화성리
15597,4373034037,충청북도 옥천군 청성면 장연리
15598,4373035000,충청북도 옥천군 청산면
15599,4373035021,충청북도 옥천군 청산면 지전리
15600,4373035022,충청북도 옥천군 청산면 백운리
15601,4373035023,충청북도 옥천군 청산면 교평리
15602,4373035024,충청북도 옥천군 청산면 하서리
15603,4373035025,충청북도 옥천군 청산면 신매리
15604,4373035026,충청북도 옥천군 청산면 대덕리
15605,4373035027,충청북도 옥천군 청산면 장위리
15606,4373035028,충청북도 옥천군 청산면 한곡리
15607,4373035029,충청북도 옥천군 청산면 인정리
15608,4373035030,충청북도 옥천군 청산면 판수리
15609,4373035031,충청북도 옥천군 청산면 효목리
15610,4373035032,충청북도 옥천군 청산면 의지리
15611,4373035033,충청북도 옥천군 청산면 예곡리
15612,4373035034,충청북도 옥천군 청산면 삼방리
15613,4373035035,충청북도 옥천군 청산면 명티리
15614,4373035036,충청북도 옥천군 청산면 법화리
15615,4373035037,충청북도 옥천군 청산면 대성리
15616,4373035038,충청북도 옥천군 청산면 만월리
15617,4373036000,충청북도 옥천군 이원면
15618,4373036001,충청북도 옥천군 이원면 우산리
15619,4373036021,충청북도 옥천군 이원면 건진리
15620,4373036022,충청북도 옥천군 이원면 장찬리
15621,4373036023,충청북도 옥천군 이원면 강청리
15622,4373036024,충청북도 옥천군 이원면 윤정리
15623,4373036025,충청북도 옥천군 이원면 의평리
15624,4373036026,충청북도 옥천군 이원면 개심리
15625,4373036027,충청북도 옥천군 이원면 평계리
15626,4373036028,충청북도 옥천군 이원면 수묵리
15627,4373036029,충청북도 옥천군 이원면 지정리
15628,4373036030,충청북도 옥천군 이원면 미동리
15629,4373036031,충청북도 옥천군 이원면 이원리
15630,4373036032,충청북도 옥천군 이원면 원동리
15631,4373036033,충청북도 옥천군 이원면 백지리
15632,4373036034,충청북도 옥천군 이원면 지탄리
15633,4373036035,충청북도 옥천군 이원면 용방리
15634,4373037000,충청북도 옥천군 군서면
15635,4373037021,충청북도 옥천군 군서면 동평리
15636,4373037022,충청북도 옥천군 군서면 금산리
15637,4373037023,충청북도 옥천군 군서면 사정리
15638,4373037024,충청북도 옥천군 군서면 상지리
15639,4373037025,충청북도 옥천군 군서면 은행리
15640,4373037026,충청북도 옥천군 군서면 사양리
15641,4373037027,충청북도 옥천군 군서면 상중리
15642,4373037028,충청북도 옥천군 군서면 하동리
15643,4373037029,충청북도 옥천군 군서면 오동리
15644,4373037030,충청북도 옥천군 군서면 월전리
15645,4373038000,충청북도 옥천군 군북면
15646,4373038001,충청북도 옥천군 군북면 장계리
15647,4373038021,충청북도 옥천군 군북면 이백리
15648,4373038022,충청북도 옥천군 군북면 자모리
15649,4373038023,충청북도 옥천군 군북면 증약리
15650,4373038024,충청북도 옥천군 군북면 항곡리
15651,4373038025,충청북도 옥천군 군북면 대정리
15652,4373038026,충청북도 옥천군 군북면 환평리
15653,4373038027,충청북도 옥천군 군북면 지오리
15654,4373038028,충청북도 옥천군 군북면 추소리
15655,4373038029,충청북도 옥천군 군북면 이평리
15656,4373038030,충청북도 옥천군 군북면 구건리
15657,4373038031,충청북도 옥천군 군북면 소정리
15658,4373038032,충청북도 옥천군 군북면 석호리
15659,4373038033,충청북도 옥천군 군북면 용호리
15660,4373038034,충청북도 옥천군 군북면 막지리
15661,4373038035,충청북도 옥천군 군북면 국원리
15662,4374000000,충청북도 영동군
15663,4374025000,충청북도 영동군 영동읍
15664,4374025001,충청북도 영동군 영동읍 고자리
15665,4374025021,충청북도 영동군 영동읍 계산리
15666,4374025022,충청북도 영동군 영동읍 동정리
15667,4374025023,충청북도 영동군 영동읍 회동리
15668,4374025024,충청북도 영동군 영동읍 화신리
15669,4374025025,충청북도 영동군 영동읍 당곡리
15670,4374025026,충청북도 영동군 영동읍 산익리
15671,4374025027,충청북도 영동군 영동읍 매천리
15672,4374025028,충청북도 영동군 영동읍 부용리
15673,4374025029,충청북도 영동군 영동읍 오탄리
15674,4374025030,충청북도 영동군 영동읍 산이리
15675,4374025031,충청북도 영동군 영동읍 설계리
15676,4374025032,충청북도 영동군 영동읍 심원리
15677,4374025033,충청북도 영동군 영동읍 봉현리
15678,4374025034,충청북도 영동군 영동읍 주곡리
15679,4374025035,충청북도 영동군 영동읍 가리
15680,4374025036,충청북도 영동군 영동읍 임계리
15681,4374031000,충청북도 영동군 용산면
15682,4374031021,충청북도 영동군 용산면 구촌리
15683,4374031022,충청북도 영동군 용산면 산저리
15684,4374031023,충청북도 영동군 용산면 율리
15685,4374031024,충청북도 영동군 용산면 신항리
15686,4374031025,충청북도 영동군 용산면 부릉리
15687,4374031026,충청북도 영동군 용산면 한석리
15688,4374031027,충청북도 영동군 용산면 시금리
