,관리기관명,소재지도로명주소,소재지지번주소,카메라대수,설치연월,위도,경도
15843,경상남도 창원시,경상남도 창원시 의창구 대산면 주남로394번길 19-3,경상남도 창원시 의창구 대산면 제동리 456-44,3,2018-03,35.31925278,128.6990658
15844,경상남도 창원시,경상남도 창원시 의창구 대산면 주남로394번길 19-3,경상남도 창원시 의창구 대산면 제동리 456-44,1,2018-03,35.32023057,128.6988735
15845,경상남도 창원시,,경상남도 창원시 의창구 대산면 제동리 456-72,2,2018-03,35.32133684,128.6991443
15846,경상남도 창원시,경상남도 창원시 의창구 대산면 우암로 35,경상남도 창원시 의창구 대산면 우암리 345-3,2,2019-05,35.33452856,128.7301384
15847,경상남도 창원시,경상남도 창원시 의창구 대산면 우암로 35,경상남도 창원시 의창구 대산면 우암리 345-3,3,2019-05,35.33386006,128.7296157
15848,경상남도 창원시,,경상남도 창원시 의창구 대산면 일동리 332-3,1,2016-11,35.36783586,128.6896999
15849,경상남도 창원시,경상남도 창원시 의창구 대산면 대산북로 461,경상남도 창원시 의창구 대산면 일동리 324,2,2016-11,35.36793128,128.6878314
16379,용산구청,서울특별시 용산구 효창원로66길 25,서울특별시 용산구 효창동 5-74,4,,37.540911,126.963314
16410,용산구청,서울특별시 용산구 효창원로 150,서울특별시 용산구 효창동 5-52,3,,37.541346,126.962147
16786,용산구청,서울특별시 용산구 효창원로16가길 30,서울특별시 용산구 원효로3가 190,4,,37.534135,126.955609
18667,경상남도 창원시,,경상남도 창원시 의창구 소답동 167,4,2012-06,35.26126199,128.626535
18668,경상남도 창원시,,경상남도 창원시 의창구 소계동 130-137,4,2013-06,35.25514299,128.605667
18669,경상남도 창원시,,경상남도 창원시 의창구 중동 722,4,2019-07,35.25826859,128.6251133
18670,경상남도 창원시,,경상남도 창원시 의창구 중동 317,4,2019-07,35.2577585,128.6263725
18671,경상남도 창원시,,경상남도 창원시 의창구 중동 8-2,4,2019-07,35.25811147,128.6309123
18672,경상남도 창원시,경상남도 창원시 의창구 평산로 122,경상남도 창원시 의창구 중동 183,4,2019-07,35.25285118,128.6226156
18673,경상남도 창원시,,경상남도 창원시 의창구 도계동 456-3,4,2019-07,35.2544602,128.6342437
18674,경상남도 창원시,경상남도 창원시 의창구 팔용로 384,경상남도 창원시 의창구 팔용동 24-1,4,2013-06,35.25210299,128.610238
18675,경상남도 창원시,,경상남도 창원시 의창구 팔용동 532-1,4,2011-06,35.25155449,128.6189968
18676,경상남도 창원시,경상남도 창원시 의창구 팔용로 515,경상남도 창원시 의창구 팔용동 198-19,4,2009-06,35.26171209,128.6181275
18677,경상남도 창원시,경상남도 창원시 의창구 창원대로 424,경상남도 창원시 의창구 팔용동 15-7,4,2013-06,35.23293099,128.643755
18678,경상남도 창원시,,경상남도 창원시 의창구 팔용동 503-1,4,2019-03,35.24869429,128.6166031
18679,경상남도 창원시,,경상남도 창원시 의창구 팔용동 532-1,4,2019-07,35.25398081,128.620993
18680,경상남도 창원시,경상남도 창원시 의창구 우곡로217번길 36,경상남도 창원시 의창구 명서동 199-10,4,2018-06,35.24188089,128.6512752
18681,경상남도 창원시,경상남도 창원시 의창구 우곡로3번길 91,경상남도 창원시 의창구 명서동 131-10,4,2013-06,35.24560599,128.644758
18682,경상남도 창원시,,경상남도 창원시 의창구 명곡동 186-1,4,2016-12,35.25493602,128.6436505
18683,경상남도 창원시,경상남도 창원시 의창구 봉곡로 1,경상남도 창원시 의창구 봉곡동 82-17,4,2010-06,35.24552972,128.6629138
18684,경상남도 창원시,경상남도 창원시 의창구 용지로 275,경상남도 창원시 의창구 사림동 2-7,4,2010-06,35.23730997,128.6885543
18685,경상남도 창원시,경상남도 창원시 의창구 창이대로397번길 2,경상남도 창원시 의창구 사림동 75-1,4,2011-06,35.24271743,128.6800315
18686,경상남도 창원시,경상남도 창원시 의창구 도계로4번길 28,경상남도 창원시 의창구 도계동 346-1,4,2011-06,35.25727199,128.634249
18687,경상남도 창원시,,경상남도 창원시 의창구 도계동 458-1,4,2012-06,35.25917899,128.632621
18688,경상남도 창원시,,경상남도 창원시 의창구 삼동동 147-2,4,2012-06,35.22566928,128.6564582
18689,경상남도 창원시,경상남도 창원시 의창구 대봉로 2,경상남도 창원시 의창구 봉곡동 117-12,4,2012-06,35.2492105,128.6667469
18690,경상남도 창원시,경상남도 창원시 의창구 창이대로 207,경상남도 창원시 의창구 봉곡동 82-1,4,2010-06,35.24552972,128.6629138
18691,경상남도 창원시,경상남도 창원시 의창구 상남로 188-1,경상남도 창원시 의창구 신월동 49-3,4,2011-06,35.22874999,128.687233
