id,place,street_address,lat,long
5216,주택단지,경상남도 진주시 진주대로1208번길 20 (상봉동 상봉한주아파트),35.196319,128.0710108
521293,주택단지,경상남도 진주시 돗골로19번길 12 (상평동 2차동국강변타워),35.1699247,128.1116175
6254,주택단지,경상남도 진주시 도동로264번길 31 (하대동 대경하대아파트),35.1943632,128.1249593
5177,주택단지,경상남도 진주시 하대로40번길 4 (하대동 도동대림아파트),35.1924443,128.1148087
5198,주택단지,경상남도 진주시 진주대로 580 (가좌동 하이로드빌라),35.157939,128.1087419
5174,주택단지,경상남도 진주시 남강로 1403 (하대동),35.1859718,128.1285092
5169,주택단지,경상남도 진주시 진양호로125번길 22-12 (평거동 벽산동신2아파트),35.1710989,128.0529053
3304,주택단지,경상남도 진주시 진양호로 153 (평거동 하영무지개맨션),35.1699714,128.0554547
5182,주택단지,경상남도 진주시 진양호로97번길 19-6 (평거동 한보타운),35.1696197,128.0498648
500582,유치원,경상남도 진주시 문산읍 소문길67번길 9-4,35.172435,128.1688032
5151,주택단지,경상남도 진주시 가호로 26 (가좌동 진주가좌주공아파트),35.1621526,128.109842
5152,주택단지,경상남도 진주시 가호로 26 (가좌동 진주가좌주공아파트),35.1621526,128.109842
5153,주택단지,경상남도 진주시 가호로 26 (가좌동 진주가좌주공아파트),35.1621526,128.109842
12515,주택단지,경상남도 진주시 가호로 26 (가좌동 가좌주공아파트),35.1621526,128.109842
541578,주택단지,경상남도 진주시 가호로 26 (가좌동 가좌주공아파트),35.1621526,128.109842
5194,주택단지,경상남도 진주시 문산읍 동부로 538-8 (문산고려아파트),35.1634061,128.1609618
6279,주택단지,경상남도 진주시 진주대로 1278 (유곡동 유곡한보아파트),35.1943472,128.0637233
12525,주택단지,경상남도 진주시 진주대로 901 (강남동 동성가든타워),35.1810825,128.0894558
500545,학교,경상남도 진주시 평거로 259 (이현동),35.1912759,128.0616579
6270,주택단지,경상남도 진주시 순환로573번길 21 (평거동 대경그린파크),35.1731699,128.0577837
3305,주택단지,경상남도 진주시 초전북로 20 (초전동 초전일동아파트),35.2074756,128.109346
3302,주택단지,경상남도 진주시 서장대로178번길 17 (이현동 진주덕산아파트),35.1876444,128.0590438
7169,주택단지,경상남도 진주시 망경로296번길 17 (강남동 강남한주한보타운),35.1842576,128.0867435
521297,주택단지,경상남도 진주시 말티고개로 113 (초전동 초전대림아파트),35.1973625,128.1139159
5222,주상복합,경상남도 진주시 평거동 301-1,35.172635,128.0592791
500130,학교,경상남도 진주시 말티고개로123번길 19 (초전동),35.1983092,128.1148277
529689,유치원,경상남도 진주시 진주성로24번길 7 (인사동),35.1930687,128.0783424
5178,주택단지,경상남도 진주시 강남로 101 (칠암동 칠암한주아파트),35.1776896,128.0973211
3300,주택단지,경상남도 진주시 신안들말길 17 (신안동 주공1차아파트),35.1776294,128.0689262
5145,주택단지,경상남도 진주시 신안들말길 17 (신안동 주공1차아파트),35.1776294,128.0689262
36671,유치원,경상남도 진주시 일반성면 동부로 2060,35.1697161,128.285625
529710,학교,경상남도 진주시 일반성면 동부로 2060,35.1697161,128.285625
538662,학교,경상남도 진주시 집현면 지내길 271,35.241978,128.0927912
6236,어린이집,경상남도 진주시 도동로215번길 17 (하대동),35.1893638,128.120344
5157,주택단지,경상남도 진주시 하대로 142 (하대동 현대아파트),35.1919639,128.126073
5158,주택단지,경상남도 진주시 하대로 142 (하대동 현대아파트),35.1919639,128.126073
5147,주택단지,경상남도 진주시 동부로43번길 10-13 (호탄동 삼성아파트),35.1628026,128.1136105
5172,주택단지,경상남도 진주시 신안들말길 47 (신안동 주공2차아파트),35.1790528,128.0665505
5173,주택단지,경상남도 진주시 신안들말길 47 (신안동 주공2차아파트),35.1790528,128.0665505
6277,주택단지,경상남도 진주시 평거로39번길 9 (평거동 들말한보타운),35.1735144,128.0633382
6870,주택단지,경상남도 진주시 평거로39번길 9 (평거동 들말한보타운),35.1735144,128.0633382
12492,어린이집,경상남도 진주시 금산면 송백로 399,35.2047564,128.1339843
5161,주택단지,경상남도 진주시 대신로475번길 16-5 (초전동 청구타운),35.2029975,128.1131393
6253,주택단지,경상남도 진주시 대신로475번길 16-5 (초전동 청구타운),35.2029975,128.1131393
12513,주택단지,경상남도 진주시 망경로 234-5 (망경동 망경한보타운),35.1822013,128.0802
12514,주택단지,경상남도 진주시 망경로 234-5 (망경동 망경한보타운),35.1822013,128.0802
7310,주상복합,경상남도 진주시 신안동 14-2,35.1794004,128.0600511
12491,어린이집,경상남도 진주시 솔밭로139번길 11 (상대동),35.1815231,128.1056083
12496,어린이집,경상남도 진주시 대신로449번길 9-6 (초전동),35.2002637,128.1152864
500616,유치원,경상남도 진주시 망경로224번길 45 (망경동),35.1810714,128.0803267
7307,어린이집,경상남도 진주시 망진산길4번길 13 (망경동),35.1805377,128.0817963
5200,주택단지,경상남도 진주시 선학산길 46 (상대동 상대한주그린아파트),35.1863581,128.1107455
500172,유치원,경상남도 진주시 문산읍 소문길 11,35.1714053,128.1622365
12526,주택단지,경상남도 진주시 진주대로891번길 16 (강남동 대경강남타운),35.180479,128.0896762
5168,주택단지,경상남도 진주시 강남로 45 (주약동 금호석류마을),35.1726648,128.0953869
6255,주택단지,경상남도 진주시 강남로 45 (주약동 금호석류마을),35.1726648,128.0953869
500514,학교,경상남도 진주시 수곡면 곤수로 1000,35.200964,127.9320448
6259,주택단지,경상남도 진주시 진양호로328번길 4 (신안동 신안1차흥한타운),35.181534,128.0675629
500628,유치원,경상남도 진주시 망경남길 5-3 (망경동),35.1792564,128.0849173
5142,주택단지,경상남도 진주시 집현면 진산로 675 (현대아파트),35.2384894,128.0902755
5143,주택단지,경상남도 진주시 집현면 진산로 675 (현대아파트),35.2384894,128.0902755
5159,주택단지,경상남도 진주시 진주대로815번길 11 (주약동 주약현대아파트),35.1718994,128.0927678
5160,주택단지,경상남도 진주시 진주대로815번길 11 (주약동 주약현대아파트),35.1718994,128.0927678
6251,주택단지,경상남도 진주시 진주대로815번길 11 (주약동 주약현대아파트),35.1718994,128.0927678
6252,주택단지,경상남도 진주시 진주대로815번길 11 (주약동 주약현대아파트),35.1718994,128.0927678
3306,주택단지,경상남도 진주시 가호로 79 (호탄동 대경빌라트),35.1647191,128.1138662
6240,어린이집,경상남도 진주시 금산면 금산순환로56번길 6 엔젤스쿨어린이집,35.2186103,128.1496452
500135,학교,경상남도 진주시 내동면 순환로 426,35.1649043,128.0678955
6866,주택단지,경상남도 진주시 도동천로 310 (하대동 하대대림아파트),35.1941021,128.1275873
5195,주택단지,경상남도 진주시 문산읍 월아산로 1083-10 (문산한양하이빌),35.1670816,128.161865
5162,주택단지,경상남도 진주시 금산면 금산로 123 (금산흥한골든빌),35.2151739,128.1503702
5163,주택단지,경상남도 진주시 금산면 금산로 123 (금산흥한골든빌),35.2151739,128.1503702
5164,주택단지,경상남도 진주시 금산면 금산로 123 (금산흥한골든빌),35.2151739,128.1503702
5128,어린이집,경상남도 진주시 진주성로 193 (상봉동),35.2052529,128.0727775
500520,학교,경상남도 진주시 신평공원길57번길 19 (평거동),35.1748532,128.0664454
5218,주택단지,경상남도 진주시 천수로 30 (주약동 한보은빛마을아파트),35.1709726,128.0932489
5219,주택단지,경상남도 진주시 천수로 30 (주약동 한보은빛마을아파트),35.1709726,128.0932489
6266,주택단지,경상남도 진주시 촉석로50번길 8 (신안동 신안원정그린빌),35.1905577,128.0683052
6853,어린이집,경상남도 진주시 금산면 금산로 123 (금산흥한골든빌),35.2151739,128.1503702
500580,유치원,경상남도 진주시 향교로42번길 5 (옥봉동),35.1986755,128.0872804
500534,학교,경상남도 진주시 천수로 64 (주약동),35.1724206,128.0916181
3307,주택단지,경상남도 진주시 하대로34번길 10 (하대동 일신아파트),35.1935658,128.1147373
6256,주택단지,경상남도 진주시 가호로44번길 7 (호탄동 대동디지털황토아파트),35.1627412,128.1121295
6257,주택단지,경상남도 진주시 가호로44번길 7 (호탄동 대동디지털황토아파트),35.1627412,128.1121295
500524,학교,경상남도 진주시 명석면 광제산로 23,35.2181611,128.0403011
500171,학교,경상남도 진주시 천수로 175 (망경동),35.1797445,128.0828312
5141,어린이집,경상남도 진주시 석갑로91번길 13 (신안동),35.1786595,128.0601504
5154,주택단지,경상남도 진주시 금산면 중천로 82 (금산아이파크아파트),35.2164367,128.1457671
5155,주택단지,경상남도 진주시 금산면 중천로 82 (금산아이파크아파트),35.2164367,128.1457671
5156,주택단지,경상남도 진주시 금산면 중천로 82 (금산아이파크아파트),35.2164367,128.1457671
12476,도시공원,경상남도 진주시 진주대로404번길 24 (가좌동),35.1454173,128.1037923
12508,어린이집,경상남도 진주시 장재새미길 38 (장재동),35.2082554,128.098104
521286,주택단지,경상남도 진주시 진주대로568번길 14 (가좌동 가좌3차주공아파트),35.1574647,128.1092169
521287,주택단지,경상남도 진주시 진주대로568번길 14 (가좌동 가좌3차주공아파트),35.1574647,128.1092169
521288,주택단지,경상남도 진주시 진주대로568번길 14 (가좌동 가좌3차주공아파트),35.1574647,128.1092169
500503,학교,경상남도 진주시 북장대로36번길 8 (봉곡동),35.1945929,128.074925
536242,유치원,경상남도 진주시 진양호로115번길 32 (평거동),35.1702893,128.0509178
5179,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
6260,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
6261,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
6262,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
6867,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
7405,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
6224,도시공원,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
24302,도시공원,경상남도 진주시 남강로 1655 (초전동),35.2088845,128.1250552
500125,학교,경상남도 진주시 내동로348번길 17 (가좌동),35.1494881,128.1033158
5134,어린이집,경상남도 진주시 의병로 160 (상봉동),35.2015427,128.0761135
500586,유치원,경상남도 진주시 선학산길 109 (하대동),35.1888905,128.1154273
5118,도시공원,경상남도 진주시 진양호로125번길 38-23 (평거동),35.1709708,128.0507831
5170,주택단지,경상남도 진주시 석갑로53번길 10 (평거동 들말대경아파트),35.1762757,128.0635626
5171,주택단지,경상남도 진주시 석갑로53번길 10 (평거동 들말대경아파트),35.1762757,128.0635626
500882,유치원,경상남도 진주시 나불로21번길 106 (이현동),35.2023761,128.0474858
24043,아동복지시설,경상남도 진주시 진양호로145번길 11-3 (평거동),35.1704346,128.0542125
539024,유치원,경상남도 진주시 금산면 금산순환로56번길 8,35.2187075,128.1497883
500574,유치원,경상남도 진주시 남강로373번길 12 (평거동),35.1728138,128.0673787
500576,유치원,경상남도 진주시 금산면 송백로 397,35.2047894,128.1341812
12503,어린이집,경상남도 진주시 서장대로185번길 15 (이현동),35.1891046,128.0560408
5217,주택단지,경상남도 진주시 평거로115번길 5 (신안동 평거1차현대아파트),35.1801988,128.0681049
5220,주택단지,경상남도 진주시 남강로 951 (상평동 대림아파트),35.1743346,128.1004125
5196,주택단지,경상남도 진주시 일반성면 공치고개길 34 (태완노블리안아파트),35.1726596,128.286275
5184,주택단지,경상남도 진주시 금산면 덕의길 11 (진주푸르지오2단지),35.2178125,128.1473461
6864,주택단지,경상남도 진주시 금산면 덕의길 15 (진주푸르지오1단지),35.2189889,128.1460901
6865,주택단지,경상남도 진주시 금산면 덕의길 15 (진주푸르지오1단지),35.2189889,128.1460901
500875,유치원,경상남도 진주시 서장대로177번길 6-4 (이현동),35.1880901,128.0566219
529713,유치원,경상남도 진주시 이반성면 오봉산로 762,35.1731664,128.3293083
500590,유치원,경상남도 진주시 하대로26번길 33 (하대동),35.1951518,128.1129344
521296,주택단지,경상남도 진주시 가좌안골길21번길 5 (가좌동 가좌제일풍경채),35.1540984,128.1081824
12502,어린이집,경상남도 진주시 신안로34번길 11-1 (신안동),35.1821455,128.071439
23464,주택단지,경상남도 진주시 진주대로 1317 (이현동 이현하이클래스웰가아파트),35.1939948,128.0573503
23465,주택단지,경상남도 진주시 진주대로 1317 (이현동 이현하이클래스웰가아파트),35.1939948,128.0573503
23466,주택단지,경상남도 진주시 진주대로 1317 (이현동 이현하이클래스웰가아파트),35.1939948,128.0573503
24531,주택단지,경상남도 진주시 집현면 진산로 675 (현대아파트),35.2384894,128.0902755
25561,주택단지,경상남도 진주시 금산면 금산순환로80번길 8,35.2202711,128.1513976
25562,주택단지,경상남도 진주시 금산면 금산순환로80번길 8,35.2202711,128.1513976
12488,어린이집,경상남도 진주시 진성면 진의로257번길 25,35.2057772,128.2193747
6873,주택단지,경상남도 진주시 공단로 30 (상평동 상평동 동일스위트아파트),35.1744507,128.102755
7170,주택단지,경상남도 진주시 공단로 30 (상평동 상평동 동일스위트아파트),35.1744507,128.102755
29130,어린이집,경상남도 진주시 주약약골길 86 (주약동),35.1709819,128.0820985
29791,주택단지,경상남도 진주시 금산면 중장로154번길 49 (진주금산두산위브아파트),35.2206153,128.1487444
29792,주택단지,경상남도 진주시 금산면 중장로154번길 49 (진주금산두산위브아파트),35.2206153,128.1487444
29793,주택단지,경상남도 진주시 금산면 중장로154번길 49 (진주금산두산위브아파트),35.2206153,128.1487444
29936,주택단지,경상남도 진주시 신안들말길 47 (신안동 주공2차아파트),35.1790528,128.0665505
6234,어린이집,경상남도 진주시 금산면 금산순환로 168-1,35.2276954,128.1520807
12497,어린이집,경상남도 진주시 상봉대룡길21번길 10 (상봉동),35.2017887,128.0674413
30813,어린이집,경상남도 진주시 대곡면 진의로1079번길 9,35.2629986,128.1682402
33632,어린이집,경상남도 진주시 향교로120번길 9-6 (옥봉동),35.1957159,128.0913445
33638,어린이집,경상남도 진주시 지수면 지수로 443,35.2312922,128.2687669
7306,도시공원,경상남도 진주시 진주대로 1317-18 (이현동),35.1938361,128.0605082
24296,도시공원,경상남도 진주시 진주대로 1317 (이현동 이현하이클래스웰가아파트)113동뒤편,35.1939948,128.0573503
12510,어린이집,경상남도 진주시 금산면 금산순환로 536-7,35.2189396,128.1593083
33696,어린이집,경상남도 진주시 정촌면 강주길66번길 7,35.1130933,128.0993038
7308,어린이집,경상남도 진주시 명석면 나불로356번길 2 새마을,35.2172528,128.0343693
6242,어린이집,경상남도 진주시 평거로 294 경상남도 진주시 평거로 294 경상남도 진주시 평거로 294 (이현동),35.1932495,128.061922
36868,주택단지,경상남도 진주시 초전남로 36 (초전동),35.1996432,128.1140132
36871,주택단지,경상남도 진주시 초전남로 36 (초전동),35.1996432,128.1140132
36508,주택단지,경상남도 진주시 진양호로 227 (평거동),35.1746266,128.0610337
12506,어린이집,경상남도 진주시 대신로195번길 14 (상대동),35.1779587,128.116228
37550,주택단지,경상남도 진주시 초전남로 60 (초전동 현대아파트),35.2017,128.1139344
42123,주택단지,경상남도 진주시 대신로457번길 19 (초전동),35.2011648,128.1142683
514673,주택단지,경상남도 진주시 진주대로829번길 21 (주약동 삼환나우빌),35.1740763,128.0915
6859,어린이집,경상남도 진주시 내동면 신율길 13,35.1473729,128.0939941
31652,주택단지,경상남도 진주시 가호로 26 (가좌동 가좌주공아파트),35.1621526,128.109842
41854,주택단지,경상남도 진주시 가호로 26 (가좌동 가좌주공아파트),35.1621526,128.109842
41855,주택단지,경상남도 진주시 진양호로125번길 6 (평거동 평거주공2아파트),35.1692246,128.0537645
500581,유치원,경상남도 진주시 주약약골길75번길 14 (주약동),35.1683244,128.0828413
6239,어린이집,경상남도 진주시 진양호로97번길 19-9 (평거동),35.1687246,128.049533
6247,어린이집,경상남도 진주시 서장대로61번길 7 (판문동),35.1875537,128.0451639
514774,주택단지,경상남도 진주시 초장로14번길 27 (초전동 진주초전푸르지오1단지),35.204723,128.1128206
514777,주택단지,경상남도 진주시 초장로14번길 27 (초전동 진주초전푸르지오1단지),35.204723,128.1128206
514780,주택단지,경상남도 진주시 초장로14번길 27 (초전동 진주초전푸르지오1단지),35.204723,128.1128206
41008,주택단지,경상남도 진주시 금산면 금산로 22 (진주금산 진흥 더 루벤스),35.2135141,128.1396188
41744,주택단지,경상남도 진주시 금산면 중천로 74 (느티나무아파트),35.217906,128.144699
41745,주택단지,경상남도 진주시 금산면 중천로 74 (느티나무아파트),35.217906,128.144699
514829,어린이집,경상남도 진주시 진양호로125번길 22-28 (평거동),35.1724904,128.0513995
521294,주택단지,경상남도 진주시 상봉대룡길 18 (상봉동 화인아파트),35.201658,128.0690007
521298,주택단지,경상남도 진주시 상대로143번길 11-2 (하대동 한보힐타워맨션),35.1860689,128.1272141
23962,주택단지,경상남도 진주시 향교로115번길 10-1 (옥봉동),35.195893,128.0933781
40142,도시공원,경상남도 진주시 초전북로 71 (초전동)건물뒤편,35.2088048,128.1145833
40143,도시공원,경상남도 진주시 초장로14번길 14 (초전동)옆 일대,35.2046263,128.1145375
40144,도시공원,경상남도 진주시 초전북로62번길 9 (초전동)학교옆 일대,35.2076668,128.1145124
500625,유치원,경상남도 진주시 모덕로117번길 6 (상대동),35.1835961,128.1101833
515374,주택단지,경상남도 진주시 초장로14번길 29 (초전동 진주초전푸르지오2단지),35.2074966,128.1115684
515382,주택단지,경상남도 진주시 초장로14번길 29 (초전동 진주초전푸르지오2단지),35.2074966,128.1115684
515398,주택단지,경상남도 진주시 초장로14번길 29 (초전동 진주초전푸르지오2단지),35.2074966,128.1115684
7168,어린이집,경상남도 진주시 신안로 72 (신안동),35.184724,128.07082
27678,주택단지,경상남도 진주시 평거로139번길 11-3 (신안동 신안흥한타운2차아파트),35.1810972,128.0686739
27311,주택단지,경상남도 진주시 내동면 순환로 425-61 (남강휴먼빌아파트),35.16264,128.0659994
27313,주택단지,경상남도 진주시 내동면 순환로 425-61 (남강휴먼빌아파트),35.16264,128.0659994
27314,주택단지,경상남도 진주시 내동면 순환로 425-61 (남강휴먼빌아파트),35.16264,128.0659994
27315,주택단지,경상남도 진주시 내동면 순환로 425-61 (남강휴먼빌아파트),35.16264,128.0659994
32113,주택단지,경상남도 진주시 내동면 순환로 425-61 (남강휴먼빌아파트),35.16264,128.0659994
5111,도시공원,경상남도 진주시 가호로 26 (가좌동 가좌주공2아파트),35.1621526,128.109842
12472,도시공원,경상남도 진주시 신평공원길 89 (신안동),35.1761566,128.0696274
23304,주택단지,경상남도 진주시 가호로 26 (가좌동 가좌주공아파트),35.1621526,128.109842
12501,어린이집,경상남도 진주시 이반성면 오봉산로 739,35.1710421,128.3273651
28400,학교,경상남도 진주시 진양호로51번길 16 (판문동),35.1693369,128.0452225
516224,어린이집,경상남도 진주시 금산면 금산순환로 532,35.2188391,128.1601068
27500,주택단지,경상남도 진주시 문산읍 월아산로1117번길 5 (진주문산코아루아파트),35.1698201,128.1607242
32213,주택단지,경상남도 진주시 문산읍 월아산로1117번길 5 (진주문산코아루아파트),35.1698201,128.1607242
6229,어린이집,경상남도 진주시 일반성면 동부로1993번길 27,35.1712244,128.282207
516298,주택단지,경상남도 진주시 도동로 251 (하대동),35.1927184,128.1212398
12509,어린이집,경상남도 진주시 나불로8번길 33 (이현동),35.2000345,128.0561111
38871,어린이집,경상남도 진주시 돗골로25번길 2 (상평동),35.1706219,128.112596
38872,도시공원,진주시 내동면 삼계로 430,35.1592404,128.0321082
30786,어린이집,경상남도 진주시 문산읍 월아산로 999-12,35.1610692,128.1632968
37946,주택단지,경상남도 진주시 상봉대룡길 37 (상봉동 에스디푸른마을),35.2027263,128.0672625
39375,어린이집,경상남도 진주시 북장대로85번길 11 (상봉동),35.1973305,128.0717367
6228,어린이집,경상남도 진주시 대신로308번길 21-2 (상대동),35.1881119,128.1192729
517216,도시공원,경상남도 진주시 신안들말길 47 (신안동 주공2차아파트),35.1790528,128.0665505
6225,도시공원,경상남도 진주시 문산읍 동부로588번길 14-5,35.1663924,128.1654971
39746,주택단지,경상남도 진주시 석갑로 45 (평거동 들말흥한아파트),35.1759286,128.0651785
39747,주택단지,경상남도 진주시 석갑로 45 (평거동 들말흥한아파트),35.1759286,128.0651785
39749,주택단지,경상남도 진주시 석갑로 45 (평거동 들말흥한아파트),35.1759286,128.0651785
42273,주택단지,경상남도 진주시 석갑로 45 (평거동 들말흥한아파트),35.1759286,128.0651785
39543,주택단지,경상남도 진주시 문산읍 월아산로1048번길 15 (진주문산파란채아파트),35.1655557,128.1657026
39544,주택단지,경상남도 진주시 문산읍 월아산로1048번길 15 (진주문산파란채아파트),35.1655557,128.1657026
5185,주택단지,경상남도 진주시 망진산길 32 (망경동 망경동신아파트),35.1800457,128.0813322
6243,어린이집,경상남도 진주시 문산읍 소문길17번길 17,35.1720791,128.1638135
35754,주택단지,경상남도 진주시 신안들말길 58 (신안동 평거2차현대아파트),35.1806513,128.0667407
35153,주택단지,경상남도 진주시 진주대로 652-15 (가좌동 가좌 대화리네르빌),35.1650197,128.1070937
7309,어린이집,경상남도 진주시 상대로69번길 16 (하대동),35.1859481,128.1198588
6854,어린이집,경상남도 진주시 명석면 광제산로 450-4,35.2536451,128.0413235
518362,어린이집,경상남도 진주시 평거로139번길 11-5 (신안동)203동 101호,35.1812047,128.0681758
518395,주택단지,경상남도 진주시 말티고개로108번길 5 (하대동 진주쌍용아파트),35.1960633,128.1135993
35889,어린이집,경상남도 진주시 집현면 진산로703번길 19-11,35.2387047,128.0861191
6241,어린이집,경상남도 진주시 내동면 내동로219번길 15-22,35.1544052,128.0895386
12486,어린이집,경상남도 진주시 선학산길59번길 22-17 (하대동),35.1891833,128.1083958
5140,어린이집,경상남도 진주시 초전남로65번길 16 (초전동)초전동 786,35.201803,128.1117031
519790,어린이집,경상남도 진주시 진양호로143번길 12 (평거동),35.1700262,128.0545884
500563,학교,경상남도 진주시 초전북로62번길 9 (초전동),35.2076668,128.1145124
519389,어린이집,경상남도 진주시 하대로34번길 14 (하대동),35.1928183,128.1141428
500533,학교,경상남도 진주시 동부로 11 (가좌동),35.1603638,128.1085918
5136,어린이집,경상남도 진주시 솔밭로92번길 19-4 (상평동),35.1777015,128.109268
7167,어린이집,경상남도 진주시 순환로573번길 20 (평거동),35.1735047,128.0573474
