행정기관,연령(만),계,남,여
회성동,51 - 51,99,56,43
회성동,52 - 52,96,55,41
회성동,53 - 53,85,34,51
회성동,54 - 54,119,71,48
회성동,55 - 55,127,74,53
회성동,56 - 56,130,58,72
회성동,57 - 57,94,44,50
회성동,58 - 58,136,64,72
회성동,59 - 59,142,66,76
회성동,60 - 60,176,76,100
회성동,61 - 61,187,85,102
회성동,62 - 62,147,75,72
회성동,63 - 63,156,81,75
회성동,64 - 64,148,76,72
회성동,65 - 65,159,75,84
회성동,66 - 66,139,73,66
회성동,67 - 67,126,62,64
회성동,68 - 68,125,62,63
회성동,69 - 69,121,63,58
회성동,70 - 70,104,38,66
회성동,71 - 71,94,38,56
회성동,72 - 72,107,45,62
회성동,73 - 73,99,44,55
회성동,74 - 74,96,41,55
회성동,75 - 75,62,31,31
회성동,76 - 76,92,33,59
회성동,77 - 77,72,35,37
회성동,78 - 78,67,30,37
회성동,79 - 79,58,21,37
회성동,80 - 80,64,29,35
회성동,81 - 81,52,29,23
회성동,82 - 82,59,20,39
회성동,83 - 83,38,13,25
회성동,84 - 84,43,21,22
회성동,85 - 85,44,17,27
회성동,86 - 86,28,8,20
회성동,87 - 87,27,6,21
회성동,88 - 88,13,4,9
회성동,89 - 89,16,5,11
회성동,90 - 90,10,4,6
회성동,91 - 91,5,3,2
회성동,92 - 92,5,1,4
회성동,93 - 93,5,3,2
회성동,94 - 94,2,0,2
회성동,95 - 95,4,1,3
회성동,96 - 96,2,0,2
회성동,97 - 97,1,0,1
회성동,98 - 98,1,0,1
회성동,99 - 99,1,1,0
회성동,100 - 100,1,0,1
회성동,104 - 104,2,0,2
회성동,107 - 107,1,1,0
양덕1동,0 - 0,23,16,7
양덕1동,1 - 1,36,17,19
양덕1동,2 - 2,36,22,14
양덕1동,3 - 3,40,25,15
양덕1동,4 - 4,46,22,24
양덕1동,5 - 5,57,26,31
양덕1동,6 - 6,70,41,29
양덕1동,7 - 7,68,35,33
양덕1동,8 - 8,84,47,37
양덕1동,9 - 9,71,36,35
양덕1동,10 - 10,91,48,43
양덕1동,11 - 11,91,46,45
양덕1동,12 - 12,74,41,33
양덕1동,13 - 13,89,41,48
양덕1동,14 - 14,81,40,41
양덕1동,15 - 15,68,35,33
양덕1동,16 - 16,83,55,28
양덕1동,17 - 17,83,45,38
양덕1동,18 - 18,79,45,34
양덕1동,19 - 19,93,47,46
양덕1동,20 - 20,96,51,45
양덕1동,21 - 21,106,59,47
양덕1동,22 - 22,107,62,45
양덕1동,23 - 23,132,79,53
양덕1동,24 - 24,143,82,61
양덕1동,25 - 25,151,86,65
양덕1동,26 - 26,136,67,69
양덕1동,27 - 27,160,86,74
양덕1동,28 - 28,161,101,60
양덕1동,29 - 29,118,73,45
양덕1동,30 - 30,110,60,50
양덕1동,31 - 31,115,62,53
양덕1동,32 - 32,121,73,48
양덕1동,33 - 33,103,53,50
양덕1동,34 - 34,109,62,47
양덕1동,35 - 35,129,75,54
양덕1동,36 - 36,94,52,42
양덕1동,37 - 37,150,72,78
양덕1동,38 - 38,149,80,69
양덕1동,39 - 39,183,96,87
양덕1동,40 - 40,149,80,69
양덕1동,41 - 41,156,81,75
양덕1동,42 - 42,158,81,77
양덕1동,43 - 43,149,92,57
양덕1동,44 - 44,147,82,65
양덕1동,45 - 45,137,61,76
양덕1동,46 - 46,154,76,78
양덕1동,47 - 47,169,92,77
양덕1동,48 - 48,162,82,80
양덕1동,49 - 49,178,90,88
양덕1동,50 - 50,171,86,85
양덕1동,51 - 51,208,111,97
양덕1동,52 - 52,166,88,78
양덕1동,53 - 53,205,100,105
양덕1동,54 - 54,184,101,83
양덕1동,55 - 55,201,85,116
양덕1동,56 - 56,190,93,97
양덕1동,57 - 57,154,75,79
양덕1동,58 - 58,213,91,122
양덕1동,59 - 59,204,96,108
양덕1동,60 - 60,259,121,138
양덕1동,61 - 61,258,120,138
양덕1동,62 - 62,243,126,117
양덕1동,63 - 63,207,89,118
양덕1동,64 - 64,237,99,138
양덕1동,65 - 65,211,86,125
양덕1동,66 - 66,227,95,132
양덕1동,67 - 67,200,102,98
양덕1동,68 - 68,184,86,98
양덕1동,69 - 69,185,87,98
양덕1동,70 - 70,139,59,80
양덕1동,71 - 71,125,55,70
양덕1동,72 - 72,158,65,93
양덕1동,73 - 73,145,77,68
양덕1동,74 - 74,121,59,62
양덕1동,75 - 75,69,38,31
양덕1동,76 - 76,82,41,41
양덕1동,77 - 77,80,37,43
양덕1동,78 - 78,74,36,38
양덕1동,79 - 79,86,38,48
양덕1동,80 - 80,69,32,37
양덕1동,81 - 81,54,20,34
양덕1동,82 - 82,39,18,21
양덕1동,83 - 83,46,17,29
양덕1동,84 - 84,48,15,33
양덕1동,85 - 85,23,5,18
양덕1동,86 - 86,28,13,15
양덕1동,87 - 87,20,7,13
양덕1동,88 - 88,16,3,13
양덕1동,89 - 89,13,1,12
양덕1동,90 - 90,11,1,10
양덕1동,91 - 91,10,0,10
양덕1동,92 - 92,7,0,7
양덕1동,93 - 93,3,2,1
양덕1동,94 - 94,2,1,1
양덕1동,95 - 95,1,0,1
양덕1동,96 - 96,3,0,3
양덕1동,98 - 98,2,1,1
양덕1동,99 - 99,1,0,1
양덕2동,0 - 0,156,81,75
양덕2동,1 - 1,198,99,99
양덕2동,2 - 2,231,115,116
양덕2동,3 - 3,287,135,152
양덕2동,4 - 4,318,160,158
양덕2동,5 - 5,345,174,171
양덕2동,6 - 6,355,187,168
양덕2동,7 - 7,368,194,174
양덕2동,8 - 8,387,193,194
양덕2동,9 - 9,383,208,175
양덕2동,10 - 10,402,197,205
양덕2동,11 - 11,355,188,167
양덕2동,12 - 12,373,209,164
양덕2동,13 - 13,333,179,154
양덕2동,14 - 14,341,171,170
양덕2동,15 - 15,340,178,162
양덕2동,16 - 16,308,154,154
양덕2동,17 - 17,350,182,168
양덕2동,18 - 18,314,171,143
양덕2동,19 - 19,330,167,163
양덕2동,20 - 20,351,187,164
양덕2동,21 - 21,354,183,171
양덕2동,22 - 22,319,195,124
양덕2동,23 - 23,355,205,150
양덕2동,24 - 24,337,192,145
양덕2동,25 - 25,332,193,139
양덕2동,26 - 26,286,157,129
양덕2동,27 - 27,295,154,141
양덕2동,28 - 28,332,191,141
양덕2동,29 - 29,312,169,143
양덕2동,30 - 30,286,146,140
양덕2동,31 - 31,327,164,163
양덕2동,32 - 32,306,150,156
양덕2동,33 - 33,338,156,182
양덕2동,34 - 34,358,177,181
양덕2동,35 - 35,359,168,191
양덕2동,36 - 36,410,184,226
양덕2동,37 - 37,449,226,223
양덕2동,38 - 38,506,272,234
양덕2동,39 - 39,552,268,284
양덕2동,40 - 40,562,264,298
양덕2동,41 - 41,590,284,306
양덕2동,42 - 42,587,297,290
양덕2동,43 - 43,540,253,287
양덕2동,44 - 44,587,270,317
양덕2동,45 - 45,509,256,253
양덕2동,46 - 46,563,265,298
양덕2동,47 - 47,571,301,270
양덕2동,48 - 48,536,272,264
양덕2동,49 - 49,521,265,256
양덕2동,50 - 50,546,258,288
양덕2동,51 - 51,540,263,277
양덕2동,52 - 52,566,270,296
양덕2동,53 - 53,529,232,297
양덕2동,54 - 54,474,228,246
양덕2동,55 - 55,513,248,265
양덕2동,56 - 56,515,241,274
양덕2동,57 - 57,437,217,220
양덕2동,58 - 58,545,265,280
양덕2동,59 - 59,507,223,284
양덕2동,60 - 60,620,292,328
양덕2동,61 - 61,559,257,302
양덕2동,62 - 62,490,238,252
양덕2동,63 - 63,450,210,240
양덕2동,64 - 64,482,220,262
양덕2동,65 - 65,390,182,208
양덕2동,66 - 66,431,205,226
양덕2동,67 - 67,353,180,173
양덕2동,68 - 68,314,153,161
양덕2동,69 - 69,309,152,157
양덕2동,70 - 70,225,110,115
양덕2동,71 - 71,237,108,129
양덕2동,72 - 72,223,92,131
양덕2동,73 - 73,253,122,131
양덕2동,74 - 74,189,95,94
양덕2동,75 - 75,139,75,64
양덕2동,76 - 76,161,73,88
양덕2동,77 - 77,112,47,65
양덕2동,78 - 78,129,53,76
양덕2동,79 - 79,127,55,72
양덕2동,80 - 80,109,38,71
양덕2동,81 - 81,101,47,54
양덕2동,82 - 82,86,45,41
양덕2동,83 - 83,78,30,48
양덕2동,84 - 84,60,23,37
양덕2동,85 - 85,55,26,29
양덕2동,86 - 86,50,20,30
양덕2동,87 - 87,31,9,22
양덕2동,88 - 88,29,7,22
양덕2동,89 - 89,29,7,22
양덕2동,90 - 90,20,4,16
양덕2동,91 - 91,18,5,13
양덕2동,92 - 92,12,2,10
양덕2동,93 - 93,14,1,13
양덕2동,94 - 94,7,3,4
양덕2동,95 - 95,6,0,6
양덕2동,96 - 96,5,1,4
양덕2동,98 - 98,3,0,3
양덕2동,99 - 99,1,0,1
합성1동,0 - 0,45,19,26
합성1동,1 - 1,62,39,23
합성1동,2 - 2,58,32,26
합성1동,3 - 3,67,37,30
합성1동,4 - 4,73,38,35
합성1동,5 - 5,70,38,32
합성1동,6 - 6,73,32,41
합성1동,7 - 7,76,39,37
합성1동,8 - 8,58,27,31
합성1동,9 - 9,58,34,24
합성1동,10 - 10,51,25,26
합성1동,11 - 11,57,32,25
합성1동,12 - 12,47,20,27
합성1동,13 - 13,56,26,30
합성1동,14 - 14,61,28,33
합성1동,15 - 15,57,27,30
합성1동,16 - 16,45,23,22
합성1동,17 - 17,49,24,25
합성1동,18 - 18,60,35,25
합성1동,19 - 19,77,42,35
합성1동,20 - 20,104,58,46
합성1동,21 - 21,93,51,42
합성1동,22 - 22,96,58,38
합성1동,23 - 23,109,58,51
합성1동,24 - 24,116,58,58
합성1동,25 - 25,116,69,47
합성1동,26 - 26,112,62,50
합성1동,27 - 27,114,62,52
합성1동,28 - 28,131,69,62
합성1동,29 - 29,111,62,49
합성1동,30 - 30,122,63,59
합성1동,31 - 31,112,62,50
합성1동,32 - 32,130,77,53
합성1동,33 - 33,123,70,53
합성1동,34 - 34,102,52,50
합성1동,35 - 35,121,69,52
합성1동,36 - 36,114,58,56
합성1동,37 - 37,117,63,54
합성1동,38 - 38,122,65,57
합성1동,39 - 39,188,109,79
합성1동,40 - 40,141,78,63
합성1동,41 - 41,152,84,68
합성1동,42 - 42,124,81,43
합성1동,43 - 43,123,68,55
합성1동,44 - 44,102,54,48
합성1동,45 - 45,117,57,60
합성1동,46 - 46,130,71,59
합성1동,47 - 47,141,73,68
합성1동,48 - 48,148,80,68
합성1동,49 - 49,124,64,60
합성1동,50 - 50,139,68,71
합성1동,51 - 51,162,79,83
합성1동,52 - 52,183,93,90
합성1동,53 - 53,158,74,84
합성1동,54 - 54,171,79,92
합성1동,55 - 55,157,78,79
합성1동,56 - 56,163,74,89
합성1동,57 - 57,145,77,68
합성1동,58 - 58,168,75,93
합성1동,59 - 59,172,96,76
합성1동,60 - 60,190,103,87
합성1동,61 - 61,193,86,107
합성1동,62 - 62,164,81,83
합성1동,63 - 63,161,72,89
합성1동,64 - 64,170,82,88
합성1동,65 - 65,188,85,103
합성1동,66 - 66,172,93,79
합성1동,67 - 67,141,79,62
합성1동,68 - 68,131,56,75
합성1동,69 - 69,145,68,77
합성1동,70 - 70,88,41,47
합성1동,71 - 71,115,47,68
합성1동,72 - 72,115,64,51
합성1동,73 - 73,113,58,55
합성1동,74 - 74,83,40,43
합성1동,75 - 75,68,25,43
합성1동,76 - 76,63,27,36
합성1동,77 - 77,66,37,29
합성1동,78 - 78,75,30,45
합성1동,79 - 79,63,31,32
합성1동,80 - 80,56,20,36
합성1동,81 - 81,55,26,29
합성1동,82 - 82,33,17,16
합성1동,83 - 83,34,13,21
합성1동,84 - 84,31,7,24
합성1동,85 - 85,25,7,18
합성1동,86 - 86,23,7,16
합성1동,87 - 87,19,3,16
합성1동,88 - 88,16,4,12
합성1동,89 - 89,7,0,7
합성1동,90 - 90,8,1,7
합성1동,91 - 91,4,0,4
합성1동,92 - 92,6,3,3
합성1동,93 - 93,6,1,5
합성1동,94 - 94,8,0,8
합성1동,97 - 97,1,0,1
합성1동,98 - 98,1,0,1
합성1동,99 - 99,2,0,2
합성1동,102 - 102,1,1,0
합성1동,103 - 103,1,0,1
합성2동,0 - 0,10,7,3
합성2동,1 - 1,13,7,6
합성2동,2 - 2,15,10,5
합성2동,3 - 3,20,12,8
합성2동,4 - 4,25,11,14
합성2동,5 - 5,23,7,16
합성2동,6 - 6,34,22,12
합성2동,7 - 7,30,12,18
합성2동,8 - 8,33,14,19
합성2동,9 - 9,50,26,24
합성2동,10 - 10,52,27,25
합성2동,11 - 11,34,19,15
합성2동,12 - 12,43,19,24
합성2동,13 - 13,34,24,10
합성2동,14 - 14,47,22,25
합성2동,15 - 15,43,25,18
합성2동,16 - 16,41,16,25
합성2동,17 - 17,47,30,17
합성2동,18 - 18,56,28,28
합성2동,19 - 19,49,31,18
합성2동,20 - 20,76,32,44
합성2동,21 - 21,75,38,37
합성2동,22 - 22,79,48,31
합성2동,23 - 23,91,51,40
합성2동,24 - 24,97,49,48
합성2동,25 - 25,106,45,61
합성2동,26 - 26,104,59,45
합성2동,27 - 27,100,59,41
합성2동,28 - 28,83,45,38
합성2동,29 - 29,104,64,40
합성2동,30 - 30,63,33,30
합성2동,31 - 31,66,38,28
합성2동,32 - 32,71,41,30
합성2동,33 - 33,62,40,22
합성2동,34 - 34,67,34,33
합성2동,35 - 35,68,38,30
합성2동,36 - 36,71,43,28
합성2동,37 - 37,74,48,26
합성2동,38 - 38,79,51,28
합성2동,39 - 39,106,63,43
합성2동,40 - 40,94,49,45
합성2동,41 - 41,107,59,48
합성2동,42 - 42,99,64,35
합성2동,43 - 43,106,59,47
합성2동,44 - 44,83,38,45
합성2동,45 - 45,99,51,48
합성2동,46 - 46,103,51,52
합성2동,47 - 47,113,57,56
합성2동,48 - 48,128,75,53
합성2동,49 - 49,108,55,53
합성2동,50 - 50,144,82,62
합성2동,51 - 51,120,69,51
합성2동,52 - 52,134,68,66
합성2동,53 - 53,151,70,81
합성2동,54 - 54,138,70,68
합성2동,55 - 55,134,67,67
합성2동,56 - 56,121,64,57
합성2동,57 - 57,101,56,45
합성2동,58 - 58,166,76,90
합성2동,59 - 59,145,67,78
합성2동,60 - 60,188,84,104
합성2동,61 - 61,192,90,102
합성2동,62 - 62,168,61,107
합성2동,63 - 63,153,70,83
합성2동,64 - 64,169,80,89
합성2동,65 - 65,146,54,92
합성2동,66 - 66,187,81,106
합성2동,67 - 67,126,58,68
합성2동,68 - 68,140,55,85
합성2동,69 - 69,132,66,66
합성2동,70 - 70,116,49,67
합성2동,71 - 71,132,54,78
합성2동,72 - 72,100,56,44
합성2동,73 - 73,101,54,47
합성2동,74 - 74,84,39,45
합성2동,75 - 75,50,23,27
합성2동,76 - 76,67,31,36
합성2동,77 - 77,97,43,54
합성2동,78 - 78,61,28,33
합성2동,79 - 79,55,29,26
합성2동,80 - 80,46,23,23
합성2동,81 - 81,50,15,35
합성2동,82 - 82,32,7,25
합성2동,83 - 83,29,11,18
합성2동,84 - 84,25,14,11
합성2동,85 - 85,24,9,15
합성2동,86 - 86,23,9,14
합성2동,87 - 87,16,3,13
합성2동,88 - 88,11,1,10
합성2동,89 - 89,13,1,12
합성2동,90 - 90,5,1,4
합성2동,91 - 91,6,3,3
합성2동,92 - 92,1,0,1
합성2동,93 - 93,1,0,1
합성2동,94 - 94,3,0,3
합성2동,96 - 96,3,0,3
합성2동,105 - 105,1,0,1
구암1동,0 - 0,10,4,6
구암1동,1 - 1,19,9,10
구암1동,2 - 2,21,9,12
구암1동,3 - 3,29,10,19
구암1동,4 - 4,39,20,19
구암1동,5 - 5,41,21,20
구암1동,6 - 6,43,18,25
구암1동,7 - 7,57,29,28
구암1동,8 - 8,62,34,28
구암1동,9 - 9,69,34,35
구암1동,10 - 10,64,30,34
구암1동,11 - 11,57,27,30
구암1동,12 - 12,46,24,22
구암1동,13 - 13,82,41,41
구암1동,14 - 14,60,38,22
구암1동,15 - 15,79,41,38
구암1동,16 - 16,52,27,25
구암1동,17 - 17,67,32,35
구암1동,18 - 18,66,31,35
구암1동,19 - 19,67,39,28
구암1동,20 - 20,87,54,33
구암1동,21 - 21,83,52,31
구암1동,22 - 22,105,57,48
구암1동,23 - 23,75,41,34
구암1동,24 - 24,87,53,34
구암1동,25 - 25,100,44,56
구암1동,26 - 26,98,64,34
구암1동,27 - 27,96,58,38
구암1동,28 - 28,97,56,41
구암1동,29 - 29,94,49,45
구암1동,30 - 30,97,57,40
구암1동,31 - 31,74,43,31
구암1동,32 - 32,70,32,38
구암1동,33 - 33,66,40,26
구암1동,34 - 34,76,37,39
구암1동,35 - 35,83,49,34
구암1동,36 - 36,68,37,31
구암1동,37 - 37,99,57,42
구암1동,38 - 38,102,61,41
구암1동,39 - 39,112,65,47
구암1동,40 - 40,105,66,39
구암1동,41 - 41,128,68,60
구암1동,42 - 42,107,61,46
구암1동,43 - 43,107,53,54
구암1동,44 - 44,100,56,44
구암1동,45 - 45,115,60,55
구암1동,46 - 46,110,73,37
구암1동,47 - 47,127,66,61
구암1동,48 - 48,143,65,78
구암1동,49 - 49,134,58,76
구암1동,50 - 50,146,75,71
구암1동,51 - 51,130,75,55
구암1동,52 - 52,222,119,103
구암1동,53 - 53,171,75,96
구암1동,54 - 54,165,97,68
구암1동,55 - 55,195,100,95
구암1동,56 - 56,158,60,98
구암1동,57 - 57,160,84,76
구암1동,58 - 58,193,98,95
구암1동,59 - 59,205,104,101
구암1동,60 - 60,224,103,121
구암1동,61 - 61,211,89,122
구암1동,62 - 62,211,77,134
구암1동,63 - 63,182,85,97
구암1동,64 - 64,221,101,120
구암1동,65 - 65,195,94,101
구암1동,66 - 66,193,78,115
구암1동,67 - 67,179,79,100
구암1동,68 - 68,174,90,84
구암1동,69 - 69,153,78,75
구암1동,70 - 70,116,60,56
구암1동,71 - 71,123,54,69
구암1동,72 - 72,118,58,60
구암1동,73 - 73,120,55,65
구암1동,74 - 74,85,35,50
구암1동,75 - 75,56,27,29
구암1동,76 - 76,79,37,42
구암1동,77 - 77,70,32,38
구암1동,78 - 78,75,33,42
구암1동,79 - 79,74,32,42
구암1동,80 - 80,50,21,29
구암1동,81 - 81,46,21,25
구암1동,82 - 82,41,20,21
구암1동,83 - 83,40,15,25
구암1동,84 - 84,38,13,25
구암1동,85 - 85,35,13,22
구암1동,86 - 86,22,8,14
구암1동,87 - 87,22,8,14
구암1동,88 - 88,12,4,8
구암1동,89 - 89,15,1,14
구암1동,90 - 90,8,3,5
구암1동,91 - 91,10,1,9
구암1동,92 - 92,9,3,6
구암1동,93 - 93,7,2,5
구암1동,94 - 94,1,0,1
구암1동,96 - 96,2,0,2
구암1동,97 - 97,2,0,2
구암1동,98 - 98,1,0,1
구암2동,0 - 0,32,12,20
구암2동,1 - 1,36,20,16
구암2동,2 - 2,34,16,18
구암2동,3 - 3,53,30,23
구암2동,4 - 4,42,24,18
구암2동,5 - 5,55,28,27
구암2동,6 - 6,56,26,30
구암2동,7 - 7,55,32,23
구암2동,8 - 8,64,30,34
구암2동,9 - 9,57,35,22
구암2동,10 - 10,77,40,37
구암2동,11 - 11,54,28,26
구암2동,12 - 12,63,32,31
구암2동,13 - 13,76,34,42
구암2동,14 - 14,76,43,33
구암2동,15 - 15,79,36,43
구암2동,16 - 16,85,45,40
구암2동,17 - 17,84,52,32
구암2동,18 - 18,89,40,49
구암2동,19 - 19,102,46,56
구암2동,20 - 20,100,62,38
구암2동,21 - 21,95,46,49
구암2동,22 - 22,94,40,54
구암2동,23 - 23,105,56,49
구암2동,24 - 24,135,65,70
구암2동,25 - 25,135,63,72
구암2동,26 - 26,136,74,62
구암2동,27 - 27,158,85,73
구암2동,28 - 28,138,59,79
구암2동,29 - 29,146,84,62
구암2동,30 - 30,97,60,37
구암2동,31 - 31,121,67,54
구암2동,32 - 32,99,56,43
구암2동,33 - 33,91,56,35
구암2동,34 - 34,91,49,42
구암2동,35 - 35,78,38,40
구암2동,36 - 36,89,51,38
구암2동,37 - 37,115,63,52
구암2동,38 - 38,128,67,61
구암2동,39 - 39,131,62,69
구암2동,40 - 40,131,61,70
구암2동,41 - 41,135,70,65
구암2동,42 - 42,138,77,61
구암2동,43 - 43,123,71,52
구암2동,44 - 44,119,73,46
구암2동,45 - 45,136,77,59
구암2동,46 - 46,137,69,68
구암2동,47 - 47,143,69,74
구암2동,48 - 48,158,72,86
구암2동,49 - 49,140,74,66
구암2동,50 - 50,183,90,93
구암2동,51 - 51,157,83,74
구암2동,52 - 52,164,86,78
구암2동,53 - 53,162,79,83
구암2동,54 - 54,168,84,84
구암2동,55 - 55,190,95,95
구암2동,56 - 56,166,76,90
구암2동,57 - 57,153,72,81
구암2동,58 - 58,151,73,78
구암2동,59 - 59,175,75,100
구암2동,60 - 60,226,116,110
구암2동,61 - 61,190,78,112
구암2동,62 - 62,179,89,90
구암2동,63 - 63,181,79,102
구암2동,64 - 64,190,94,96
구암2동,65 - 65,161,66,95
구암2동,66 - 66,194,87,107
구암2동,67 - 67,143,77,66
구암2동,68 - 68,151,69,82
구암2동,69 - 69,136,61,75
구암2동,70 - 70,99,49,50
구암2동,71 - 71,112,52,60
구암2동,72 - 72,111,56,55
구암2동,73 - 73,99,49,50
구암2동,74 - 74,77,43,34
구암2동,75 - 75,56,28,28
구암2동,76 - 76,64,23,41
구암2동,77 - 77,74,41,33
구암2동,78 - 78,69,29,40
구암2동,79 - 79,60,33,27
구암2동,80 - 80,59,30,29
구암2동,81 - 81,44,16,28
구암2동,82 - 82,27,10,17
구암2동,83 - 83,31,13,18
구암2동,84 - 84,22,7,15
구암2동,85 - 85,28,12,16
구암2동,86 - 86,18,5,13
구암2동,87 - 87,19,7,12
구암2동,88 - 88,11,3,8
구암2동,89 - 89,7,2,5
구암2동,90 - 90,9,1,8
구암2동,91 - 91,7,2,5
구암2동,93 - 93,4,0,4
구암2동,94 - 94,2,0,2
구암2동,95 - 95,1,1,0
구암2동,96 - 96,1,1,0
구암2동,97 - 97,1,0,1
구암2동,99 - 99,2,0,2
구암2동,100 - 100,1,0,1
봉암동,0 - 0,8,6,2
봉암동,1 - 1,10,6,4
봉암동,2 - 2,14,7,7
봉암동,3 - 3,11,6,5
봉암동,4 - 4,18,7,11
봉암동,5 - 5,20,12,8
봉암동,6 - 6,19,10,9
봉암동,7 - 7,12,8,4
봉암동,8 - 8,11,5,6
봉암동,9 - 9,18,9,9
봉암동,10 - 10,18,7,11
봉암동,11 - 11,22,13,9
봉암동,12 - 12,20,11,9
봉암동,13 - 13,23,9,14
봉암동,14 - 14,28,18,10
봉암동,15 - 15,21,12,9
봉암동,16 - 16,18,14,4
봉암동,17 - 17,22,16,6
봉암동,18 - 18,15,6,9
봉암동,19 - 19,24,13,11
봉암동,20 - 20,13,7,6
봉암동,21 - 21,26,16,10
봉암동,22 - 22,27,15,12
봉암동,23 - 23,27,20,7
봉암동,24 - 24,32,20,12
봉암동,25 - 25,36,25,11
봉암동,26 - 26,35,18,17
봉암동,27 - 27,31,24,7
봉암동,28 - 28,39,24,15
봉암동,29 - 29,42,31,11
봉암동,30 - 30,37,24,13
봉암동,31 - 31,25,16,9
봉암동,32 - 32,36,21,15
봉암동,33 - 33,34,18,16
봉암동,34 - 34,34,17,17
봉암동,35 - 35,38,23,15
봉암동,36 - 36,40,25,15
봉암동,37 - 37,48,34,14
봉암동,38 - 38,34,23,11
봉암동,39 - 39,57,32,25
봉암동,40 - 40,53,35,18
봉암동,41 - 41,45,23,22
봉암동,42 - 42,49,31,18
봉암동,43 - 43,54,35,19
봉암동,44 - 44,49,33,16
봉암동,45 - 45,40,20,20
봉암동,46 - 46,54,31,23
봉암동,47 - 47,53,37,16
봉암동,48 - 48,47,27,20
봉암동,49 - 49,61,35,26
봉암동,50 - 50,58,31,27
봉암동,51 - 51,69,34,35
봉암동,52 - 52,67,33,34
봉암동,53 - 53,51,34,17
봉암동,54 - 54,78,39,39
봉암동,55 - 55,68,43,25
봉암동,56 - 56,55,30,25
봉암동,57 - 57,62,38,24
봉암동,58 - 58,49,28,21
봉암동,59 - 59,72,45,27
봉암동,60 - 60,73,37,36
봉암동,61 - 61,78,41,37
봉암동,62 - 62,66,34,32
봉암동,63 - 63,70,34,36
봉암동,64 - 64,67,34,33
봉암동,65 - 65,63,35,28
봉암동,66 - 66,58,25,33
봉암동,67 - 67,54,31,23
봉암동,68 - 68,58,29,29
봉암동,69 - 69,53,33,20
봉암동,70 - 70,49,22,27
봉암동,71 - 71,42,21,21
봉암동,72 - 72,29,11,18
봉암동,73 - 73,43,23,20
봉암동,74 - 74,43,22,21
봉암동,75 - 75,28,15,13
봉암동,76 - 76,23,12,11
봉암동,77 - 77,22,8,14
봉암동,78 - 78,28,15,13
봉암동,79 - 79,17,7,10
봉암동,80 - 80,21,9,12
봉암동,81 - 81,18,6,12
봉암동,82 - 82,20,10,10
봉암동,83 - 83,18,8,10
봉암동,84 - 84,4,2,2
봉암동,85 - 85,14,4,10
봉암동,86 - 86,11,0,11
봉암동,87 - 87,6,1,5
봉암동,88 - 88,3,1,2
봉암동,89 - 89,5,0,5
봉암동,90 - 90,6,3,3
봉암동,91 - 91,1,0,1
봉암동,92 - 92,2,0,2
봉암동,93 - 93,2,0,2
봉암동,95 - 95,1,0,1
봉암동,97 - 97,1,0,1
봉암동,98 - 98,1,0,1
봉암동,101 - 101,1,0,1
봉암동,103 - 103,1,0,1
충무동,0 - 0,85,39,46
충무동,1 - 1,100,41,59
충무동,2 - 2,94,48,46
충무동,3 - 3,129,66,63
충무동,4 - 4,145,72,73
충무동,5 - 5,159,89,70
충무동,6 - 6,154,79,75
충무동,7 - 7,156,84,72
충무동,8 - 8,191,102,89
충무동,9 - 9,190,98,92
충무동,10 - 10,185,81,104
충무동,11 - 11,199,105,94
충무동,12 - 12,167,86,81
충무동,13 - 13,185,82,103
충무동,14 - 14,176,75,101
충무동,15 - 15,174,101,73
충무동,16 - 16,164,83,81
충무동,17 - 17,189,89,100
충무동,18 - 18,168,91,77
충무동,19 - 19,204,114,90
충무동,20 - 20,194,97,97
충무동,21 - 21,198,121,77
충무동,22 - 22,217,127,90
충무동,23 - 23,201,130,71
충무동,24 - 24,205,132,73
충무동,25 - 25,215,142,73
충무동,26 - 26,207,148,59
충무동,27 - 27,218,145,73
충무동,28 - 28,254,155,99
충무동,29 - 29,227,137,90
충무동,30 - 30,207,119,88
충무동,31 - 31,226,141,85
충무동,32 - 32,208,132,76
충무동,33 - 33,202,113,89
충무동,34 - 34,183,101,82
충무동,35 - 35,183,93,90
충무동,36 - 36,213,121,92
충무동,37 - 37,202,124,78
충무동,38 - 38,226,110,116
충무동,39 - 39,271,134,137
충무동,40 - 40,285,144,141
충무동,41 - 41,297,147,150
충무동,42 - 42,309,154,155
충무동,43 - 43,260,130,130
충무동,44 - 44,268,146,122
충무동,45 - 45,276,157,119
충무동,46 - 46,288,162,126
충무동,47 - 47,317,174,143
충무동,48 - 48,314,171,143
충무동,49 - 49,300,156,144
충무동,50 - 50,283,164,119
충무동,51 - 51,248,152,96
충무동,52 - 52,250,154,96
충무동,53 - 53,218,127,91
충무동,54 - 54,214,120,94
충무동,55 - 55,196,102,94
충무동,56 - 56,187,97,90
충무동,57 - 57,184,84,100
충무동,58 - 58,212,104,108
충무동,59 - 59,209,109,100
충무동,60 - 60,239,111,128
충무동,61 - 61,241,111,130
충무동,62 - 62,234,100,134
충무동,63 - 63,237,119,118
충무동,64 - 64,198,93,105
충무동,65 - 65,228,108,120
충무동,66 - 66,234,106,128
충무동,67 - 67,187,90,97
충무동,68 - 68,180,78,102
충무동,69 - 69,174,82,92
충무동,70 - 70,154,64,90
충무동,71 - 71,177,70,107
충무동,72 - 72,166,74,92
충무동,73 - 73,176,81,95
충무동,74 - 74,152,56,96
